Name,compass16.sivers.h+.z>1.dx
Comment,COMPASS16 SSA-Sivers h+, z>0.1 (differential in x)
Reference,1609.07374
Process type,SIDIS
Number of points,26
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
compass16.sivers.h+.z>1.dx.3,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,2.23159136044214,2.0,2.5,0.075,0.055,0.105,0.26,0.1,1.0,0.45,0.1,10.0,0.023,0.007,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.4,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,2.244994432064365,2.0,2.5,0.12,0.105,0.145,0.28,0.1,1.0,0.41,0.1,10.0,0.021,0.009,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.5,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,2.349468024894146,2.0,2.5,0.163,0.145,0.215,0.29,0.1,1.0,0.4,0.1,10.0,0.034,0.015,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.0,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,2.6645825188948455,2.5,4.0,0.031,0.022,0.035,0.24,0.1,1.0,0.53,0.1,10.0,0.004,0.026,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.1,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,2.8635642126552705,2.5,4.0,0.046,0.035,0.055,0.24,0.1,1.0,0.51,0.1,10.0,0.015,0.012,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.2,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,3.023243291566195,2.5,4.0,0.076,0.055,0.105,0.25,0.1,1.0,0.49,0.1,10.0,0.018,0.008,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.3,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,3.069201850644561,2.5,4.0,0.121,0.105,0.145,0.26,0.1,1.0,0.46,0.1,10.0,0.014,0.009,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.4,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,3.104834939252005,2.5,4.0,0.176,0.145,0.215,0.27,0.1,1.0,0.43,0.1,10.0,0.032,0.008,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.5,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,3.277193921634788,2.5,4.0,0.248,0.215,0.3,0.28,0.1,1.0,0.41,0.1,10.0,0.018,0.011,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.6,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,3.5930488446443363,2.5,4.0,0.351,0.3,0.55,0.29,0.1,1.0,0.42,0.1,10.0,0.022,0.019,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.0,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,4.342810150121693,4.0,9.0,0.084,0.055,0.105,0.24,0.1,1.0,0.54,0.1,10.0,-0.009,0.029,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.1,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,4.672258554489466,4.0,9.0,0.123,0.105,0.145,0.25,0.1,1.0,0.52,0.1,10.0,0.003,0.02,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.2,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,4.98798556533597,4.0,9.0,0.179,0.145,0.215,0.25,0.1,1.0,0.5,0.1,10.0,0.031,0.016,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.3,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,5.293392107146419,4.0,9.0,0.254,0.215,0.3,0.26,0.1,1.0,0.49,0.1,10.0,0.046,0.016,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.4,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,5.544366510251645,4.0,9.0,0.389,0.3,0.55,0.28,0.1,1.0,0.49,0.1,10.0,0.023,0.014,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.z>1.dx.5,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,6.103277807866851,4.0,9.0,0.637,0.55,0.8,0.31,0.1,1.0,0.66,0.1,10.0,0.005,0.033,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
