Name,E615(pi)-dxF-0.1
Comment,E615 pi-data x-differential[y=0.1]
Reference,Phys.Rev.D 39 (1989) 92-122
Process type,DY
Number of points,18
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.16
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
E615(pi)-dxF.[0.10-0.20].0,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,0.125,0.0,0.25,0.04798,0.00398,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].1,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,0.375,0.25,0.5,0.1259,0.0067,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].2,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,0.625,0.5,0.75,0.1694,0.0081,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].3,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,0.875,0.75,1.0,0.1866,0.0086,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].4,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,1.125,1.0,1.25,0.1849,0.0089,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].5,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,1.375,1.25,1.5,0.1395,0.0081,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].6,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,1.625,1.5,1.75,0.1076,0.0076,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].7,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,1.875,1.75,2.0,0.06182,0.00618,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].8,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,2.125,2.0,2.25,0.05272,0.00659,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].9,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,2.375,2.25,2.5,0.02802,0.00481,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].10,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,2.625,2.5,2.75,0.01503,0.00402,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].11,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,2.875,2.75,3.0,0.01081,0.00342,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].12,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,3.125,3.0,3.25,0.005448,0.002436,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].13,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,3.375,3.25,3.5,0.001718,0.001718,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].14,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,3.625,3.5,3.75,0.00224,0.00224,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].15,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,3.875,3.75,4.0,0.002875,0.002875,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].16,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,4.125,4.0,4.25,0.00117,0.00117,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.10-0.20].17,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.15000000000000002,0.1,0.2,4.375,4.25,4.5,0.0008367,0.0008367,0.04,False,0.0,0.0,-1000.0,1000.0
