Name,E615(pi)-dxF-0.7
Comment,E615 pi-data x-differential[y=0.7]
Reference,Phys.Rev.D 39 (1989) 92-122
Process type,DY
Number of points,17
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.16
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
E615(pi)-dxF.[0.70-0.80].0,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,0.125,0.0,0.25,0.01832,0.00116,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].1,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,0.375,0.25,0.5,0.03864,0.00163,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].2,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,0.625,0.5,0.75,0.04817,0.00184,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].3,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,0.875,0.75,1.0,0.0471,0.00182,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].4,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,1.125,1.0,1.25,0.03839,0.00166,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].5,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,1.375,1.25,1.5,0.02707,0.00141,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].6,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,1.625,1.5,1.75,0.01872,0.00118,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].7,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,1.875,1.75,2.0,0.01125,0.00094,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].8,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,2.125,2.0,2.25,0.006522,0.000738,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].9,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,2.375,2.25,2.5,0.004538,0.000612,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].10,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,2.625,2.5,2.75,0.002133,0.000427,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].11,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,2.875,2.75,3.0,0.001023,0.000273,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].12,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,3.125,3.0,3.25,0.0004059,0.0001815,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].13,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,3.375,3.25,3.5,0.0003663,0.0001385,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].14,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,3.875,3.75,4.0,0.000118,0.000118,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].15,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,4.125,4.0,4.25,4e-05,4e-05,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.70-0.80].16,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.75,0.7,0.8,4.875,4.75,5.0,7e-05,7e-05,0.039999999999999966,False,0.0,0.0,-1000.0,1000.0
