Name,E615(pi)-dxF-0.4
Comment,E615 pi-data x-differential[y=0.4]
Reference,Phys.Rev.D 39 (1989) 92-122
Process type,DY
Number of points,17
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.16
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
E615(pi)-dxF.[0.40-0.50].0,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,0.125,0.0,0.25,0.03341,0.00228,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].1,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,0.375,0.25,0.5,0.09057,0.0039,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].2,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,0.625,0.5,0.75,0.1246,0.0047,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].3,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,0.875,0.75,1.0,0.1404,0.0052,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].4,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,1.125,1.0,1.25,0.1198,0.0048,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].5,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,1.375,1.25,1.5,0.1055,0.0047,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].6,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,1.625,1.5,1.75,0.082,0.00423,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].7,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,1.875,1.75,2.0,0.05055,0.00336,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].8,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,2.125,2.0,2.25,0.03009,0.0026,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].9,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,2.375,2.25,2.5,0.02004,0.00219,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].10,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,2.625,2.5,2.75,0.00878,0.001506,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].11,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,2.875,2.75,3.0,0.006763,0.00141,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].12,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,3.125,3.0,3.25,0.003732,0.000998,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].13,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,3.375,3.25,3.5,0.003142,0.001047,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].14,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,3.625,3.5,3.75,0.0007738,0.0005472,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].15,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,3.875,3.75,4.0,0.0006267,0.0004431,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.40-0.50].16,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.45,0.4,0.5,4.375,4.25,4.5,0.0003833,0.0003833,0.04000000000000001,False,0.0,0.0,-1000.0,1000.0
