Name,E615(pi)-dQ-4.95
Comment,E615 pi-data Q-differential only Q=4.95
Reference,Phys.Rev.D 39 (1989) 92-122
Process type,DY
Number of points,17
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.16
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
E615(pi)-dQ.[4.95-5.40].0,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,0.125,0.0,0.25,0.00806,0.000527,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].1,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,0.375,0.25,0.5,0.02418,0.00098,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].2,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,0.625,0.5,0.75,0.03209,0.00116,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].3,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,0.875,0.75,1.0,0.03487,0.00125,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].4,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,1.125,1.0,1.25,0.03236,0.00125,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].5,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,1.375,1.25,1.5,0.02699,0.00119,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].6,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,1.625,1.5,1.75,0.01931,0.00104,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].7,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,1.875,1.75,2.0,0.01453,0.00097,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].8,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,2.125,2.0,2.25,0.008608,0.000741,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].9,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,2.375,2.25,2.5,0.004595,0.000557,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].10,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,2.625,2.5,2.75,0.002334,0.000413,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].11,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,2.875,2.75,3.0,0.001626,0.000383,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].12,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,3.125,3.0,3.25,0.0006811,0.0002574,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].13,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,3.375,3.25,3.5,0.0005972,0.0002986,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].14,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,3.625,3.5,3.75,0.0002051,0.000145,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].15,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,3.875,3.75,4.0,0.0004544,0.0002272,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[4.95-5.40].16,2 - 2 - 1004,473.6,5.175000000000001,4.95,5.4,0.5,0.0,1.0,4.125,4.0,4.25,6.53e-05,6.53e-05,0.008888888888888885,False,0.0,0.0,-1000.0,1000.0
