Name,E615(pi)-dxF-0.0
Comment,E615 pi-data x-differential[y=0.0]
Reference,Phys.Rev.D 39 (1989) 92-122
Process type,DY
Number of points,14
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.16
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
E615(pi)-dxF.[0.00-0.10].0,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.05,0.0,0.1,0.125,0.0,0.25,0.05007,0.00469,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.00-0.10].1,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.05,0.0,0.1,0.375,0.25,0.5,0.118,0.0075,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.00-0.10].2,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.05,0.0,0.1,0.625,0.5,0.75,0.1717,0.0093,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.00-0.10].3,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.05,0.0,0.1,0.875,0.75,1.0,0.1892,0.0105,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.00-0.10].4,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.05,0.0,0.1,1.125,1.0,1.25,0.1642,0.0104,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.00-0.10].5,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.05,0.0,0.1,1.375,1.25,1.5,0.1657,0.0114,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.00-0.10].6,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.05,0.0,0.1,1.625,1.5,1.75,0.1097,0.0101,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.00-0.10].7,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.05,0.0,0.1,1.875,1.75,2.0,0.06992,0.00926,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.00-0.10].8,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.05,0.0,0.1,2.125,2.0,2.25,0.04432,0.0076,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.00-0.10].9,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.05,0.0,0.1,2.375,2.25,2.5,0.02778,0.00717,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.00-0.10].10,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.05,0.0,0.1,2.625,2.5,2.75,0.02509,0.00794,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.00-0.10].11,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.05,0.0,0.1,2.875,2.75,3.0,0.01518,0.00759,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.00-0.10].12,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.05,0.0,0.1,3.125,3.0,3.25,0.01077,0.00761,0.04,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dxF.[0.00-0.10].13,2 - 2 - 1004,473.6,6.300000000000001,4.05,8.55,0.05,0.0,0.1,3.875,3.75,4.0,0.003175,0.003175,0.04,False,0.0,0.0,-1000.0,1000.0
