Name,E615(pi)-dQ-7.65
Comment,E615 pi-data Q-differential only Q=7.65
Reference,Phys.Rev.D 39 (1989) 92-122
Process type,DY
Number of points,16
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.16
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
E615(pi)-dQ.[7.65-9.00].0,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,0.125,0.0,0.25,0.000569,9.91e-05,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[7.65-9.00].1,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,0.375,0.25,0.5,0.00259,0.000238,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[7.65-9.00].2,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,0.625,0.5,0.75,0.00347,0.00027,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[7.65-9.00].3,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,0.875,0.75,1.0,0.003647,0.000281,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[7.65-9.00].4,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,1.125,1.0,1.25,0.003583,0.000281,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[7.65-9.00].5,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,1.375,1.25,1.5,0.002851,0.000258,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[7.65-9.00].6,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,1.625,1.5,1.75,0.002587,0.00025,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[7.65-9.00].7,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,1.875,1.75,2.0,0.001658,0.000204,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[7.65-9.00].8,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,2.125,2.0,2.25,0.001065,0.000164,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[7.65-9.00].9,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,2.375,2.25,2.5,0.0006652,0.0001257,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[7.65-9.00].10,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,2.625,2.5,2.75,0.0002554,8.51e-05,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[7.65-9.00].11,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,2.875,2.75,3.0,0.0004156,0.0001253,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[7.65-9.00].12,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,3.125,3.0,3.25,0.0003362,0.0001121,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[7.65-9.00].13,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,3.375,3.25,3.5,0.0002222,9.94e-05,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[7.65-9.00].14,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,3.625,3.5,3.75,6.87e-05,4.86e-05,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
E615(pi)-dQ.[7.65-9.00].15,2 - 2 - 1004,473.6,8.325,7.65,9.0,0.5,0.0,1.0,3.875,3.75,4.0,0.0001589,9.17e-05,0.0029629629629629637,False,0.0,0.0,-1000.0,1000.0
